user_id,course_grade_ts,course_passing_state_id
3ca016650f5382197eaf6285c05b31f6021afbf4,28/05/2018 15:36:54,2
f90b5717a4141d7ae93ff09261765a95258abd90,13/06/2019 20:07:25,2
483ccf2715feee389412740292343582d74f1f2d,24/05/2018 12:26:05,2
5876fc7f076614d3c5118679ee61ded5754bb54e,15/09/2018 10:16:25,2
4cc69fb9c4a789725b086f4af49b9675265afd88,28/01/2019 05:25:14,2
19e6ebe994e3d7bcf0c8c6dd8dc216f81644a943,16/08/2018 16:03:26,0
3d2c29255657cbeb9f98d708ac144d4a230d3528,28/01/2019 18:33:10,2
7ae4045daa3e9a067560eb2ad572f64efa0d38ae,22/06/2018 16:31:21,2
37126d4ebe7cd44d11c0c2937a1deaaa09345139,27/01/2019 16:53:26,2
7f70f8d9b6f576581e40581f64582a043d10c784,14/08/2018 02:43:36,2
504cdaf707805b797b3c102f1691ae5bb370c5c0,16/05/2018 10:41:10,2
e20268f3a6548f4c3999c1f66dbd22435fc253da,18/06/2018 12:13:17,1
cb4e6270f2758f36237527cc75ec289fe85ea972,13/08/2018 04:08:01,2
87fdf498d6d5a2aa87e851f952ff9f20789bf7b1,28/08/2018 06:56:29,2
5d9ab38843c7befa6038b5d8b179733b869e7273,27/01/2019 12:11:39,2
5a345926a7665a3d572f8a24460849c58e99df9c,11/02/2019 18:59:54,2
97d1156f7eb99f1f8cc9aad2b29f12a65f573886,21/01/2019 11:35:38,2
b7c77ea3fe01773d6524509a6bf13fd2e986dcb1,09/06/2018 08:51:47,2
18fe83eaabd9eb5970fd2c0e1d2567844bc60f95,28/06/2018 14:08:36,2
ceb454259a091f492fbc6363dfb74fb1ae96bf56,18/09/2018 16:58:06,2
ce353fb6b6ef5f0cc9b77d44dbd9a959cd5174f3,27/01/2019 16:27:03,1
71cb8f71b2e02e491d30aec46bb288228ebc4125,27/01/2019 04:41:17,2
dd24c766deba01b469cd5d2e7444c437f586395b,27/01/2019 13:17:45,2
2ff8b981cac99b034f4ac87f5ce4a1b6e4a69aaa,19/06/2019 19:39:04,2
06ede0b45b5e9d284becb61e20efeaf15aac75ef,19/07/2018 09:12:21,2
41ad1ae0415c537fd5822a8d89d232f966d391bd,31/05/2019 14:12:07,2
ef2023a990fd4cbc35d012afa223f85f574a8f71,15/08/2018 20:59:14,2
8fd470a7d3d0e5db2e0a19169dcbdfc07fc37c22,01/07/2019 21:11:11,2
93e7273d6c332baebe72f272b8a29ff8c824cedc,10/11/2018 02:15:45,2
d026adf27d4ba16c4ba26e3bed1636a3afcf8c4a,03/07/2019 10:54:34,2
99b0501d923b98ecb96e89956964501346e29ca7,27/05/2019 06:25:20,2
b013b08f9b286cb31bb74fd7d4b8a87556a41205,29/01/2019 09:55:52,2
e0bb59fa0472fcd2d35dad569dfed52b1d7e9226,01/07/2019 19:27:07,2
35d7df4d1b94ce27ac9973b1e4cee66fd272ae04,10/06/2019 05:07:08,2
4436536c1d12e1ae90d4ca2c8821536008901490,20/01/2019 19:26:15,2
0883d99ac25e00bfb25c37aa1df3effbfdf860c1,20/09/2018 13:06:59,2
1b71351e95a01c22d729624ec2e13aa92757b0ff,14/11/2018 01:07:15,2
78491bc507984c727332f205075ca2656a006161,28/01/2019 06:03:48,2
b383911a22a21caddc1a5378041ea16fd338351d,27/01/2019 06:13:03,2
0d77089634a96aa17f931f4427bd38bbf16997a8,17/05/2019 17:11:33,2
0a9fc6bf685a3bf6fdfa467f381813540ba4370d,11/07/2019 10:08:21,2
67e0aaceee82257ba40c0c9c88abe954c67307a3,30/11/2018 10:28:07,2
47626a8eefe40ce5ea5e5b52de6c7d2fae73375c,21/05/2018 23:44:54,2
cc84c74fa250d21eb987f00975f7edac0065d2dd,09/12/2018 04:25:32,2
9fcb29334600bb1771a0c6ccb1b9b59dfd3e3f50,10/07/2019 17:02:51,2
4347dfd57c94aa553b77d1cc3ed608242a73d126,21/11/2018 05:27:32,2
81be15fa8740341a3471ebf3334501eed30a84d2,12/05/2019 15:34:42,2
c6f965bc48791e5b26a9b1d5f5e3c19d8601608f,13/07/2019 07:27:30,2
68ddb22d1b89dd6be17e4e019935a81bfb05e1a6,20/11/2018 19:14:22,2
04a12bf61bc948a7e69629705c334ea140237420,28/01/2019 18:21:11,2
00e6f0eae9d559b5172dc3d5d33cae0a3176a9d5,17/08/2018 17:27:54,2
1593079bf2a65e5e7380fa54f155a00c319d7ad4,28/01/2019 03:49:33,2
9cbcd71dd4478fd9b60516183bafbfdfaec10e64,31/01/2019 02:07:11,2
bc68b572b0378fce6eb34041f1343e5a283cd68f,13/07/2018 09:15:16,1
a914de4d49f0ca8a9fe614f22bdef46b3af931ad,28/05/2018 22:16:00,2
8486e9ead9a923c861f1071747c3e7f8b867067b,06/07/2018 22:53:20,2
9cb9a5d7cb34defd3292c1cb5791100d9ffa1291,30/01/2019 10:58:03,2
ff90f26856f5528188e743c2da28848b5af38247,01/10/2018 19:11:35,2
3f06e7fa1e6283ce26907b965a27448242e248e0,05/11/2018 20:49:15,2
18267554ac226d69cd7870c5fee06996d2f3415b,19/12/2018 21:23:39,2
0083352b400cd43988a4840d6b1e2abcfbee31eb,29/01/2019 13:25:57,2
8bbccee1403f0e3e8dd5ca516365ee1ad62a3dc0,02/06/2019 11:58:43,2
01d65c627e6b7fbed4004c1a24ba32b540e25477,16/03/2019 01:07:02,2
541195115a39d5d5c3426caf994d11c83d48e4f5,22/02/2019 13:41:17,2
c1d5d0d4f91b5d3971d48403b1429a7f3389bf76,09/04/2019 12:42:38,2
fa8188e3e5ae197eb2bd2bc85251e1e06e47fc77,12/09/2018 17:02:21,2
c92ecccdf1c0abb2508b90d5f99be8314056a588,01/10/2018 10:59:41,2
0fd131cf1530da3e5ce3277aa8bd8cd913111afc,27/01/2019 13:53:30,2
ee506eaf5194245bf665858501ef3b4e8766c5fe,27/01/2019 09:54:35,2
aea0ea95331f665c9964fe5abbcbfe8066c8c72a,27/01/2019 16:36:47,2
2b721400324560e53d28d03248979ea086b4ccea,16/05/2019 11:56:04,1
74f4873169b432a4b01e441ffbf375be817f4d2e,16/07/2018 13:41:17,2
e36fb726265891f226c931e025ff4972c29ad7c8,31/01/2019 09:19:13,2
bc1c1e94df0708b08498c57618baf1abc4a55849,15/09/2018 11:06:14,2
6128a8b1ddcb5b4da3d8a42a531a5474f24d883f,30/01/2019 15:25:26,2
11cc0c9c17db23032fa696cbd1d6c8d4ef18992a,11/06/2018 14:16:07,2
bd120db56b265ae00ca91f5ea47cdbd4724d8b30,30/11/2018 12:01:31,2
be55e17b6a3730c34d01d06c61814b2a1e353bf4,28/01/2019 02:41:33,2
7a533ead4358c2a4fc855243f40c202b6fa3d591,28/06/2018 13:55:49,2
bc316ea277f3f2507033509eb7d2ac016890d8cb,29/01/2019 00:51:42,2
36798f320223c8d4e6b477a13f5d4a37a1d5046d,20/10/2018 08:26:25,2
228700e5064c47f754de44357e7f88bfb4d1e00b,01/06/2018 19:55:08,2
94415ee6e1cb47421acd0a9853e7c56b3cb1e0ad,29/05/2019 06:09:33,2
673035fa0c6a24b2aacd10dd48b00ae0a22c8b85,04/06/2018 15:39:18,2
384e61f7bab29f99a751411c9e602fcd0a5cfde4,09/08/2018 05:42:06,2
8b96ea8035481bc1381ddeaff705080dbc116914,24/11/2018 08:38:52,2
4e2f6de515051c15a0a95610201026e8e8150edb,09/01/2019 23:36:27,2
581b6554c79457ea03349bdd1a572d7e6495bb3a,27/01/2019 18:38:56,2
ba43ea21ca4fe66d6c55733f587cc70a55b6a9fd,27/01/2019 00:22:12,2
2ec56eee3633a5112d0b9676b167e4b0f91b223c,29/01/2019 12:36:13,1
08c7ffcb1aa89490a6d3556cbda3c985d9b66422,12/06/2019 10:44:46,2
f795e5204572dec45d29ce57064c190480752fa6,27/01/2019 19:29:32,2
90b3cfb1e37852c3f2e27c9f0e02fd3e15441dbc,15/06/2018 16:13:36,2
13a938573fa7c8708b69d93a77fad1716c11cba7,09/07/2018 08:02:54,2
dc5c504351100f713466c41573c2151a47bb2341,02/08/2018 01:32:04,2
690baf67a2370c53a00ec535a38885557b81392d,21/11/2018 13:06:52,2
e91687adae069828e2a5197b6124d906eb07972a,26/01/2019 09:57:38,2
778e243b09cfc6a25a059b65bef411625a63556a,28/01/2019 00:09:43,2
114ef443c08dd028ce23f7ea79f2fdfab75691cc,29/01/2019 05:46:18,2
81edd08ec6014701ef2505846591621f4eeb82a0,24/03/2019 19:22:14,2
bdca3cfde042ba5fdc3e754a442691c481a1877f,24/05/2018 10:44:45,2
64c2cdea3bff2c1162f054f4e15e9705b822875e,03/07/2018 13:21:44,2
29c1977eef709742287361941a64df6e44e11f45,28/06/2019 19:49:14,2
c4000d71d89876a90274da7f4f394285ae1d043f,20/10/2018 08:11:48,2
f394e8766b0d0be239312b565011c2cbccfc77c6,02/11/2018 19:28:39,2
fb95612df7d343dfea1ad3cb41782131625a2b83,28/11/2018 17:01:50,2
e92f544d7e6daf201779a085a2687e69ccc3ae4f,03/12/2018 21:58:11,2
ba22c8e227e5f4f89858b63d1d28ac96e5e9c2a1,31/12/2018 18:53:56,2
71d775773583d95ed6da705efb9f1982d99f3bd8,28/01/2019 13:48:55,2
b1e4620959f2def731bc47b425f24281dcd71999,28/09/2018 03:49:02,2
5d711af96a9feb26dd93f4a4b3ca2ad77da107cf,28/04/2019 12:37:16,2
c9a925a0895903010ab8cbe143bdade6b9b8b912,01/06/2019 18:08:38,2
d4a118efc2814e15765cae7e44eb5646b0e4a053,21/10/2018 14:36:04,2
574eeaca188972725a5a8a24201a0a90967d6755,28/01/2019 14:19:54,2
aa536d43e166e11c1f1e7322221a46584f5c7b55,27/04/2019 20:25:42,0
c4cbbaea03ffe7cca26900c6a5b105d457a2fb9e,28/04/2019 13:47:01,2
45b3b196b5bec63885dfc955db103993d1a38156,10/07/2019 01:31:10,2
830b40281da1884054c9c683f1441763dd910398,20/11/2018 10:41:04,2
5195444a9c39e4cb672acf362210af85adb83840,16/07/2018 21:44:23,2
5f26d36c9241c08c655b190e990771657baaf5c0,07/09/2018 11:23:33,2
7cff4334df086855605ebbe9a0484b330234199e,05/05/2019 23:37:39,2
7e9f8174fbf56dec32c373f551d731c8a69b7754,13/10/2018 22:57:54,2
ca34b16504261310d008e7072b365b58220d38f8,30/09/2018 07:14:50,2
78a9556b36d6de8a513851c33e85d63d1f9e961a,15/10/2018 22:32:30,2
4372ef473710a7d0c930e0e1c04704cd956e774e,24/11/2018 03:29:09,2
0c46b01a4b8953a948fa133c6a833f43028b20b9,20/06/2019 17:08:39,2
b7230dbeb04085efc8811d69747f7cee26c42ed5,28/03/2019 07:14:13,2
8d82c386ab7b266d0de9678208769021728a21e4,30/06/2019 21:20:07,2
29cb7fd17a36542ffc7a819a40fef19b9419cfc9,27/05/2019 18:02:17,2
297e8c9686c3a894675566cb8309191ab3c6e3a1,18/05/2019 09:26:12,2
884646b585c965f8a4d0dbffa20b0afb919aeaa4,16/06/2019 23:04:37,2
57a33a20094bbe38de40fe52603c00d55dc8db79,09/08/2018 10:09:15,2
8ecc60d8b97eae63667e68f9d2d7487816323d76,11/10/2018 11:06:18,2
dafcc5ca15d2f8536d0d0d12d9b34b17e963af0b,28/01/2019 16:21:56,2
c62c7fa674004ba58358facd14901c6ba33dac6e,18/03/2019 00:40:52,2
88575cef09f1aa892106a90f7a41ca7a7213002e,28/01/2019 19:44:19,2
adc337e3ae53cf1a1800908801d418ce74dd6eea,25/02/2019 04:32:45,2
29ab0fe46b05e4a957815d0fc7a0a86402ba5bb9,29/06/2019 18:55:52,1
593e4045f99304f37d402a6124d490df87d3aab2,24/05/2018 11:12:28,2
6694eea4f63af782a8766ed996e6f9e0414fe85e,29/05/2019 01:13:40,2
a115ca4df29ae79f28ca626f7e76d3a2a131543e,22/07/2018 19:18:07,2
